"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","ORIGEN","ID_PAIS_ORIGEN","UNI_VEH"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mazda","Mazda 5","Automóviles","Compactos","IMPORTADO",126,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mazda","Mazda 6","Automóviles","De Lujo","IMPORTADO",126,69
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mazda","Mx-5","Automóviles","Deportivos","IMPORTADO",126,109
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","AMG GT","Automóviles","De Lujo","IMPORTADO",4,3
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","CLA","Automóviles","De Lujo","IMPORTADO",94,63
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase A hatchback","Automóviles","De Lujo","IMPORTADO",4,3
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase A Sedan","Automóviles","De Lujo","IMPORTADO",4,3
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase C coupe","Automóviles","De Lujo","IMPORTADO",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase C Sedan","Automóviles","De Lujo","IMPORTADO",4,4
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase E coupe","Automóviles","De Lujo","IMPORTADO",4,6
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase E sedan","Automóviles","De Lujo","IMPORTADO",4,12
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase G","Camiones ligeros","SUV's","IMPORTADO",17,53
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase GLE","Camiones ligeros","SUV's","IMPORTADO",66,188
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase GLS","Camiones ligeros","SUV's","IMPORTADO",66,10
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase S coupe","Automóviles","De Lujo","IMPORTADO",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase S sedan","Automóviles","De Lujo","IMPORTADO",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase SL","Automóviles","De Lujo","IMPORTADO",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Clase V","Camiones ligeros","SUV's","IMPORTADO",64,18
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","CLS","Automóviles","De Lujo","IMPORTADO",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","EQC","Camiones ligeros","SUV's","IMPORTADO",4,4
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","GLA","Camiones ligeros","SUV's","IMPORTADO",4,9
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","GLB","Camiones ligeros","SUV's","NACIONAL",1,42
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","GLC","Camiones ligeros","SUV's","IMPORTADO",4,348
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","SLC","Automóviles","De Lujo","IMPORTADO",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mercedes Benz","Sprinter","Camiones ligeros","SUV's","IMPORTADO",4,137
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MG Motor","HS","Camiones ligeros","SUV's","IMPORTADO",43,99
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MG Motor","MG5","Automóviles","Compactos","IMPORTADO",43,283
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MG Motor","ZS","Camiones ligeros","SUV's","IMPORTADO",43,158
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mini","MINI CLUBMAN","Automóviles","De Lujo","IMPORTADO",181,8
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mini","MINI CONVERTIBLE","Automóviles","De Lujo","IMPORTADO",181,12
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mini","MINI COUNTRYMAN","Camiones ligeros","SUV's","IMPORTADO",181,74
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mini","MINI 3 PTAS","Automóviles","De Lujo","IMPORTADO",181,155
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mini","MINI 5 PTAS","Automóviles","De Lujo","IMPORTADO",181,59
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mitsubishi","Eclipse Cross","Camiones ligeros","SUV's","IMPORTADO",126,5
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mitsubishi","L200","Camiones ligeros","Pick Ups","IMPORTADO",214,592
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mitsubishi","Mirage G4","Automóviles","Subcompactos","IMPORTADO",214,300
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mitsubishi","Montero Sport","Camiones ligeros","SUV's","IMPORTADO",214,11
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mitsubishi","Outlander","Camiones ligeros","SUV's","IMPORTADO",126,2
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Mitsubishi","Outlander PHEV","Camiones ligeros","SUV's","IMPORTADO",126,12
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MOTORNATION","BAIC BJ20","Camiones ligeros","SUV's","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MOTORNATION","BAIC BJ40","Camiones ligeros","SUV's","IMPORTADO",43,3
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MOTORNATION","BAIC D20","Automóviles","Subcompactos","NACIONAL",1,5
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MOTORNATION","BAIC M50S","Camiones ligeros","Minivans","IMPORTADO",43,25
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MOTORNATION","BAIC X25","Automóviles","Subcompactos","NACIONAL",1,5
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MOTORNATION","BAIC X30","Camiones ligeros","SUV's","IMPORTADO",43,61
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MOTORNATION","BAIC X35","Camiones ligeros","SUV's","IMPORTADO",999,3
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MOTORNATION","BAIC X65","Camiones ligeros","SUV's","IMPORTADO",43,16
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","MOTORNATION","JMC VIGUS","Camiones ligeros","Pick Ups","IMPORTADO",43,27
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Altima","Automóviles","De Lujo","IMPORTADO",66,24
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Armada","Camiones ligeros","SUV's","IMPORTADO",66,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Cabstar Mediano","Camiones ligeros","Pick Ups","IMPORTADO",64,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Frontier V6","Camiones ligeros","Pick Ups","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","GT-R","Automóviles","Deportivos","IMPORTADO",126,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Juke","Automóviles","Compactos","IMPORTADO",126,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Kicks","Camiones ligeros","SUV's","NACIONAL",1,1200
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Leaf","Automóviles","Compactos","IMPORTADO",126,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","March","Automóviles","Subcompactos","NACIONAL",1,3894
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Maxima","Automóviles","De Lujo","IMPORTADO",126,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Murano","Camiones ligeros","SUV's","IMPORTADO",126,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Note","Automóviles","Compactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","NP300","Camiones ligeros","Pick Ups","NACIONAL",1,4898
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","NV 200 Cargo","Camiones ligeros","SUV's","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","NV 200 NY TAXI","Camiones ligeros","SUV's","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","NV2500 V6 Toldo Alto","Camiones ligeros","Minivans","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Pathfinder","Camiones ligeros","SUV's","IMPORTADO",126,17
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Sentra","Automóviles","Compactos","NACIONAL",1,1540
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Tiida Sedan","Automóviles","Compactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Titan","Camiones ligeros","Pick Ups","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Urvan Panel","Camiones ligeros","SUV's","IMPORTADO",126,223
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Urvan Pasajeros","Camiones ligeros","SUV's","IMPORTADO",126,150
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Versa","Automóviles","Compactos","NACIONAL",1,5332
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","Xtrail","Camiones ligeros","SUV's","IMPORTADO",126,721
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Nissan","370 Z","Automóviles","Deportivos","IMPORTADO",126,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Peugeot","Expert Cargo Van","Camiones ligeros","Pick Ups","IMPORTADO",74,47
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Peugeot","LANDTREK","Camiones ligeros","Pick Ups","IMPORTADO",43,100
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Peugeot","Manager Hdi","Camiones ligeros","Pick Ups","IMPORTADO",124,78
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Peugeot","Partner","Camiones ligeros","Pick Ups","IMPORTADO",64,319
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Peugeot","RIFTER","Camiones ligeros","Pick Ups","IMPORTADO",64,84
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Peugeot","2008","Camiones ligeros","SUV's","IMPORTADO",74,149
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Peugeot","208","Automóviles","Subcompactos","IMPORTADO",74,6
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Peugeot","3008","Camiones ligeros","SUV's","IMPORTADO",74,161
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Peugeot","301","Automóviles","Subcompactos","IMPORTADO",64,73
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Peugeot","5008","Camiones ligeros","SUV's","IMPORTADO",74,37
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Porsche","Cayenne","Camiones ligeros","SUV's","IMPORTADO",4,31
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Porsche","Cayman","Automóviles","De Lujo","IMPORTADO",4,10
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Porsche","Macan","Camiones ligeros","SUV's","IMPORTADO",4,33
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Porsche","Panamera","Automóviles","De Lujo","IMPORTADO",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Porsche","Taycan","Automóviles","Deportivos","IMPORTADO",4,16
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Porsche","718 Boxster","Automóviles","Deportivos","IMPORTADO",4,12
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Porsche","911 Carrera / Turbo / GT","Automóviles","Deportivos","IMPORTADO",4,16
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Captur","Camiones ligeros","SUV's","IMPORTADO",31,126
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Duster","Camiones ligeros","SUV's","IMPORTADO",46,505
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Kangoo","Camiones ligeros","Pick Ups","IMPORTADO",12,75
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Kangoo ZE","Camiones ligeros","Pick Ups","IMPORTADO",12,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Koleos","Camiones ligeros","SUV's","IMPORTADO",48,187
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Kwid","Automóviles","Subcompactos","IMPORTADO",31,969
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Logan","Automóviles","Subcompactos","IMPORTADO",31,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Oroch","Camiones ligeros","Pick Ups","IMPORTADO",31,92
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Sandero","Automóviles","Deportivos","IMPORTADO",46,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Sandero R.S. 2.0","Automóviles","Deportivos","IMPORTADO",31,14
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Stepway","Automóviles","Compactos","IMPORTADO",46,121
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","Twizy","Automóviles","Subcompactos","IMPORTADO",64,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Renault","ZOE","Automóviles","Subcompactos","IMPORTADO",74,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","SEAT","Arona","Camiones ligeros","SUV's","IMPORTADO",64,395
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","SEAT","Ateca","Camiones ligeros","SUV's","IMPORTADO",184,204
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","SEAT","Ibiza 4 Ptas","Automóviles","Subcompactos","IMPORTADO",64,843
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","SEAT","Leon","Automóviles","Deportivos","IMPORTADO",64,25
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","SEAT","Nuevo Toledo","Automóviles","Compactos","IMPORTADO",62,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","SEAT","Tarraco","Camiones ligeros","SUV's","IMPORTADO",4,33
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Smart","Forfour","Automóviles","De Lujo","IMPORTADO",169,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Smart","FORTWO","Automóviles","De Lujo","IMPORTADO",74,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Smart","Roadster","Automóviles","Subcompactos","IMPORTADO",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Subaru","Forester","Camiones ligeros","SUV's","IMPORTADO",126,79
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Subaru","Outback","Camiones ligeros","SUV's","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Subaru","Subaru BRZ","Automóviles","Deportivos","IMPORTADO",126,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Subaru","WRX","Automóviles","Deportivos","IMPORTADO",126,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Subaru","WRX STI","Automóviles","Deportivos","IMPORTADO",126,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Subaru","XV","Camiones ligeros","SUV's","IMPORTADO",126,59
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Suzuki","Ciaz","Automóviles","Compactos","IMPORTADO",95,53
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Suzuki","Ertiga","Automóviles","Compactos","IMPORTADO",96,556
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Suzuki","Ignis","Automóviles","Subcompactos","IMPORTADO",126,423
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Suzuki","JIMNY","Camiones ligeros","SUV's","IMPORTADO",126,1025
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Suzuki","S Cross","Camiones ligeros","SUV's","IMPORTADO",94,61
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Suzuki","Swift","Automóviles","Subcompactos","IMPORTADO",126,663
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Suzuki","Vitara","Camiones ligeros","SUV's","IMPORTADO",94,289
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Avanza","Automóviles","Compactos","IMPORTADO",96,567
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Camry","Automóviles","De Lujo","IMPORTADO",66,222
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","C-HR","Camiones ligeros","SUV's","IMPORTADO",227,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Corolla","Automóviles","Compactos","IMPORTADO",40,570
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","GR Supra","Automóviles","De Lujo","IMPORTADO",17,2
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Hiace P","Camiones ligeros","SUV's","IMPORTADO",126,105
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Hiace V","Camiones ligeros","SUV's","IMPORTADO",126,5
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Highlander","Camiones ligeros","SUV's","IMPORTADO",126,499
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Hilux Dc","Camiones ligeros","Pick Ups","IMPORTADO",214,1209
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Lcruiser","Camiones ligeros","SUV's","IMPORTADO",126,12
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Prius","Automóviles","De Lujo","IMPORTADO",126,489
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Prius-C","Automóviles","Subcompactos","IMPORTADO",126,621
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Rav4","Camiones ligeros","SUV's","IMPORTADO",126,1233
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Sequoia","Camiones ligeros","SUV's","IMPORTADO",66,14
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Sienna","Camiones ligeros","Minivans","IMPORTADO",66,573
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Tacoma","Camiones ligeros","Pick Ups","IMPORTADO",66,201
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Tacoma-","Camiones ligeros","Pick Ups","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Tundra","Camiones ligeros","Pick Ups","IMPORTADO",66,6
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Yaris Hatchback","Automóviles","Subcompactos","IMPORTADO",126,67
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Yaris Sedan","Automóviles","Subcompactos","IMPORTADO",126,409
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Toyota","Yaris-R","Automóviles","Subcompactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Volkswagen","Amarok","Camiones ligeros","Pick Ups","IMPORTADO",12,70
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Volkswagen","Beetle","Automóviles","Compactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Volkswagen","Beetle Cabrio","Automóviles","Compactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Volkswagen","Crafter","Camiones ligeros","Pick Ups","IMPORTADO",4,26
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Volkswagen","Cross Sport","Camiones ligeros","SUV's","IMPORTADO",66,79
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Volkswagen","Crossfox","Automóviles","Subcompactos","IMPORTADO",31,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Volkswagen","Gol","Automóviles","Subcompactos","IMPORTADO",31,187
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Volkswagen","Gol Sedan","Automóviles","Subcompactos","IMPORTADO",31,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2021,"02","Volkswagen","Golf","Automóviles","Compactos","IMPORTADO",31,0
