14.483,0
16.02,1
17.919,2
21.513,3
23.004,4
24.782,5
24.995,6
25.146,7
23.4,8
20.638,9
17.255,10
16.726,11
15.925,12
16.453,13
19.329,14
20.351,15
23.347,16
24.394,17
24.801,18
23.804,19
23.627,20
20.97,21
18.409,22
16.274,23
15.91,24
16.412,25
19.97,26
22.314,27
23.446,28
24.521,29
24.821,30
24.327,31
23.981,32
21.983,33
18.13,34
15.885,35
14.235,36
15.922,37
18.965,38
20.33,39
23.594,40
24.67,41
24.871,42
24.085,43
23.971,44
21.31,45
19.043,46
14.958,47
16.101,48
16.127,49
19.688,50
21.421,51
23.851,52
25.042,53
24.279,54
24.661,55
23.068,56
20.58,57
17.7,58
15.06,59
15.032,60
16.413999999999998,61
19.317,62
21.117,63
23.236,64
24.819000000000003,65
24.157,66
24.36,67
22.809,68
20.8,69
18.111,70
15.22,71
14.442,72
16.919999999999998,73
19.231,74
20.745,75
22.803,76
24.832,77
23.85,78
24.361,79
23.358,80
20.003,81
16.383,82
14.82,83
14.691,84
16.275,85
18.44100000000001,86
20.247,87
23.161,88
24.83,89
25.015,90
25.392,91
24.727,92
21.877,93
18.656,94
16.783,95
15.015999999999998,96
15.161,97
18.76,98
21.565,99
24.056,100
25.514,101
25.523000000000003,102
24.731,103
23.277,104
20.958,105
18.725,106
15.78,107
14.258,108
16.035,109
18.727,110
21.527,111
22.953000000000003,112
24.751,113
25.835,114
24.47300000000001,115
23.422,116
21.921,117
17.217,118
15.709,119
15.664,120
16.715999999999998,121
19.272,122
20.693,123
23.947,124
26.521,125
26.347,126
25.09,127
24.273000000000003,128
20.892,129
17.18,130
15.833,131
14.321,132
16.665,133
18.187,134
21.348000000000003,135
23.378,136
24.918000000000003,137
24.988000000000003,138
24.974,139
23.756,140
21.406,141
18.61,142
16.494,143
15.864,144
16.957,145
19.8,146
22.34,147
23.239,148
25.599,149
25.255,150
25.341,151
24.306,152
21.155,153
17.793999999999997,154
14.963,155
14.617,156
15.728,157
17.948,158
20.021,159
23.972,160
25.445,161
25.264,162
24.865,163
24.248,164
21.642,165
18.601,166
15.754,167
14.521,168
15.945,169
19.105,170
21.666,171
23.788,172
24.515,173
24.065,174
24.268,175
23.092,176
21.085,177
17.656,178
16.432000000000002,179
13.758,180
15.696,181
19.313,182
21.037,183
23.885,184
24.783,185
24.611,186
25.006,187
23.686,188
21.362,189
18.564,190
15.546,191
15.335,192
17.381999999999998,193
18.76,194
22.455,195
23.682,196
24.565,197
24.483,198
25.068,199
23.786,200
20.779,201
18.593,202
15.32,203
14.297,204
16.035999999999998,205
17.57,206
20.065,207
22.809,208
24.957,209
25.054,210
24.94,211
24.186,212
21.495,213
18.002,214
16.051,215
14.493,216
16.813,217
18.649,218
21.332,219
23.703000000000003,220
24.811,221
24.8,222
24.623,223
23.57,224
21.509,225
18.911,226
15.619000000000002,227
15.785,228
16.871,229
18.91200000000001,230
21.969,231
24.435,232
25.598000000000003,233
25.511,234
24.642,235
23.599,236
21.209,237
18.783,238
14.268,239
15.813,240
16.541999999999998,241
19.09800000000001,242
21.734,243
24.229,244
26.144,245
24.485,246
24.32,247
23.492,248
21.158,249
18.73,250
15.785,251
15.434,252
17.141,253
19.514000000000006,254
22.058000000000003,255
24.116,256
25.074,257
24.313,258
24.92,259
22.943,260
21.425,261
17.34,262
15.798,263
14.186,264
15.995,265
18.903,266
20.981,267
22.792,268
25.652,269
25.298,270
24.717,271
24.069000000000003,272
21.479,273
17.378999999999998,274
16.352999999999998,275
16.084,276
16.881,277
18.854000000000006,278
21.325,279
23.407,280
25.217,281
25.042,282
25.158,283
23.442,284
21.387,285
18.136,286
16.333,287
15.577,288
17.108999999999998,289
19.286,290
21.451,291
24.033,292
25.685,293
25.834,294
25.19100000000001,295
23.898000000000003,296
21.734,297
19.392,298
16.719,299
15.601,300
18.112,301
19.31900000000001,302
21.296,303
24.439,304
25.42,305
25.645,306
25.352,307
24.282,308
21.657,309
19.293,310
16.032,311
15.287,312
17.75,313
18.298,314
21.277,315
25.105,316
25.747,317
25.778,318
24.72,319
23.977,320
21.259,321
18.459,322
15.929,323
14.743,324
16.561999999999998,325
19.703000000000007,326
19.879,327
23.644,328
25.444000000000003,329
25.707,330
25.779,331
24.786,332
21.144,333
18.704,334
14.688,335
16.047,336
16.311999999999998,337
18.765,338
21.346,339
24.893,340
26.926,341
26.265,342
25.648000000000003,343
24.637,344
22.14,345
19.407,346
15.995,347
15.772,348
17.9,349
19.478,350
22.11,351
24.425,352
25.277,353
24.632,354
25.282,355
24.143,356
21.241,357
18.445,358
14.837,359
16.099,360
18.049,361
19.951,362
22.275,363
24.8,364
24.765,365
25.812,366
24.857,367
24.482,368
20.929,369
17.58,370
15.186,371
14.828,372
17.349,373
18.424000000000003,374
21.982,375
24.108,376
25.567,377
25.536,378
25.489,379
24.278,380
21.665,381
18.745,382
15.625,383
